Zona,upp,ano,mes,hom_doloso,lesao_corp_morte,latrocinio,hom_por_interv_policial,tentat_hom,lesao_corp_dolosa,estupro,hom_culposo,lesao_corp_culposa,roubo_comercio,roubo_residencia,roubo_veiculo,roubo_carga,roubo_transeunte,roubo_em_coletivo,roubo_banco,roubo_cx_eletronico,roubo_celular,roubo_conducao_saque,total_roubos,furto_veiculos,total_furtos,sequestro,extorsao,sequestro_relampago,estelionato,apreensao_drogas,recuperacao_veiculos,armas_apreendidas,cump_mandado_prisao,ocorr_flagrante,ameaca,pessoas_desaparecidas,encontro_cadaver,encontro_ossada,pol_militares_mortos_serv,pol_civis_mortos_serv,registro_ocorrencias
 Central,São Carlos,2017,Outubro,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,7,2,3,3,8,2,1,0,0,0,0,38
 Central,Mangueira,2017,Outubro,0,0,0,0,2,4,0,0,6,0,0,0,0,4,2,0,0,0,0,8,0,7,0,0,0,0,5,1,0,1,3,7,1,0,0,0,0,51
 Norte,Macacos,2017,Outubro,0,0,0,0,5,2,0,0,0,1,0,0,0,2,0,0,0,0,0,4,0,4,0,0,0,0,1,1,0,3,1,1,0,0,0,0,0,25
 Sul,Vidigal,2017,Outubro,1,0,0,1,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,3,0,5,6,0,0,0,0,0,34
 Norte,Nova Brasília,2017,Outubro,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,9,0,4,0,1,0,0,0,0,0,33
 Norte,Fazendinha,2017,Outubro,0,0,0,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13
 Norte,Adeus / Baiana,2017,Outubro,1,0,0,0,0,2,0,0,2,0,1,0,0,1,0,0,0,2,0,4,0,2,0,0,0,1,2,1,1,1,0,2,0,0,0,0,0,26
 Norte,Alemão,2017,Outubro,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11
 Norte,Chatuba,2017,Outubro,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,2,1,1,0,0,0,3,2,0,0,0,0,15
 Norte,Fé / Sereno,2017,Outubro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
 Norte,Parque Proletário,2017,Outubro,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,0,6,1,4,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,17
 Norte,Vila Cruzeiro,2017,Outubro,0,0,0,0,0,2,0,0,3,0,0,0,2,0,0,0,0,0,0,2,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,14
 Sul,Rocinha,2017,Outubro,3,0,0,2,6,36,0,0,1,1,0,0,0,1,1,0,0,0,0,4,2,19,0,0,0,4,17,1,23,9,23,19,4,0,0,0,0,222
 Norte,Jacarezinho,2017,Outubro,1,0,0,0,0,3,1,0,0,2,0,3,5,8,1,0,0,4,0,28,0,13,0,0,0,4,0,8,0,0,1,5,0,0,0,0,0,78
 Norte,Manguinhos,2017,Outubro,0,0,0,0,0,4,0,0,1,1,0,1,0,0,1,0,0,0,0,3,0,1,0,1,0,1,0,3,0,0,0,3,2,0,0,0,0,25
 Central,Barreira do Vasco / Tuiuti,2017,Outubro,1,0,0,0,2,6,0,0,6,3,0,2,2,7,3,0,0,2,0,23,3,24,0,0,0,3,2,5,2,1,6,7,3,0,0,0,0,101
 Central,Caju,2017,Outubro,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,15
 Sul,Cerro-Corá,2017,Outubro,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,12
 Norte,Arará / Mandela,2017,Outubro,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,3,0,0,0,1,2,1,0,0,0,0,14
 Norte,Lins,2017,Outubro,2,0,0,1,0,6,1,0,0,0,0,0,4,1,0,0,0,0,0,6,0,3,0,0,0,0,4,10,1,0,2,5,1,0,0,0,0,64
 Norte,Camarista Méier,2017,Outubro,0,0,0,0,0,2,1,0,2,1,0,5,3,4,0,0,0,0,0,15,0,5,0,0,0,3,2,3,1,1,4,1,0,1,0,0,0,56
 Oeste,Mangueirinha,2017,Outubro,0,0,0,0,3,8,1,0,2,0,0,4,5,3,0,0,0,2,0,14,2,5,0,0,0,2,7,8,1,0,7,2,0,0,0,0,0,55
 Oeste,Vila Kennedy,2017,Outubro,1,0,0,0,17,18,2,0,14,2,0,35,10,39,1,0,0,9,0,117,3,16,0,0,0,5,3,32,0,18,11,11,2,0,0,0,0,298
 Sul,Santa Marta,2017,Novembro,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
 Oeste,Cidade de Deus,2017,Novembro,0,1,0,2,6,8,1,0,1,0,0,2,0,0,3,0,0,2,0,9,1,10,0,0,0,2,10,5,7,0,17,8,2,0,0,0,0,102
 Oeste,Batam,2017,Novembro,1,0,0,0,0,2,0,0,2,0,0,5,0,1,0,0,0,1,0,9,0,3,0,0,0,1,0,6,0,2,1,4,2,0,0,0,0,42
 Sul,Chapéu Mangueira / Babilônia,2017,Novembro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6
 Sul,Pavão-Pavãozinho,2017,Novembro,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
 Sul,Tabajaras,2017,Novembro,0,0,0,1,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,1,1,0,5,1,1,0,0,0,0,14
 Central,Providência,2017,Novembro,0,0,0,0,4,0,1,0,0,0,0,3,0,0,0,0,0,1,0,5,0,4,0,0,0,0,4,0,2,0,7,1,3,0,0,0,0,37
 Norte,Borel,2017,Novembro,0,0,0,0,2,8,2,0,1,0,0,1,0,1,0,0,0,2,0,5,0,3,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,25
 Oeste,Formiga,2017,Novembro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3
 Norte,Andaraí,2017,Novembro,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,11
 Norte,Salgueiro,2017,Novembro,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
 Norte,Turano,2017,Novembro,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,4,0,3,0,0,0,1,1,1,0,1,0,2,0,0,0,0,0,23
 Norte,São João / Matriz / Queto,2017,Novembro,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5
 Norte,Coroa / Fallet / Fogueteiro,2017,Novembro,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,14
 Central,Escondidinho / Prazeres,2017,Novembro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,6
 Central,São Carlos,2017,Novembro,0,0,0,2,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,5,1,5,1,6,3,0,0,0,0,0,30
 Central,Mangueira,2017,Novembro,0,0,0,1,1,2,0,0,2,0,0,2,1,2,0,0,0,2,0,7,1,10,0,0,0,5,5,4,1,3,3,4,0,0,0,0,0,60
 Norte,Macacos,2017,Novembro,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,10
 Sul,Vidigal,2017,Novembro,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,18
 Norte,Nova Brasília,2017,Novembro,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,17
 Norte,Fazendinha,2017,Novembro,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,1,1,4,0,0,1,2,0,0,0,0,0,20
 Norte,Adeus / Baiana,2017,Novembro,2,0,0,0,4,2,0,0,3,0,0,1,0,3,0,0,0,1,0,5,1,4,0,0,0,1,0,2,0,0,2,5,2,0,0,0,0,36
 Norte,Alemão,2017,Novembro,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,8
 Norte,Chatuba,2017,Novembro,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,14
 Norte,Fé / Sereno,2017,Novembro,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
 Norte,Parque Proletário,2017,Novembro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7
 Norte,Vila Cruzeiro,2017,Novembro,2,0,0,0,0,5,0,0,1,0,0,0,1,2,0,0,0,1,0,4,2,4,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,26
 Sul,Rocinha,2017,Novembro,0,0,0,1,3,13,1,0,4,0,1,0,0,1,0,0,0,0,0,2,0,13,0,1,0,5,7,0,3,2,7,12,4,0,0,0,0,148
 Norte,Jacarezinho,2017,Novembro,0,0,0,1,0,6,1,0,4,0,0,2,1,10,1,1,0,3,0,18,0,7,0,0,0,5,2,7,1,0,3,6,0,0,0,0,0,78
 Norte,Manguinhos,2017,Novembro,0,0,0,0,0,3,0,0,0,0,1,1,1,0,1,0,0,1,0,6,0,2,0,0,0,0,1,1,0,0,3,1,1,0,0,0,0,21
 Central,Barreira do Vasco / Tuiuti,2017,Novembro,0,0,0,0,2,9,1,1,1,0,0,4,0,18,15,0,0,11,0,52,11,35,0,0,0,7,9,6,0,1,1,5,1,0,0,0,0,147
 Central,Caju,2017,Novembro,0,0,0,8,8,5,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,4,0,0,0,2,2,2,8,0,2,1,0,0,0,0,0,25
 Sul,Cerro-Corá,2017,Novembro,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
 Norte,Arará / Mandela,2017,Novembro,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,3,0,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,14
 Norte,Lins,2017,Novembro,0,0,0,1,3,5,0,0,0,0,0,5,3,2,0,0,0,0,0,11,1,4,0,0,0,1,1,4,2,0,4,3,0,0,0,0,0,45
 Norte,Camarista Méier,2017,Novembro,0,0,0,2,0,6,0,0,0,1,0,1,6,5,0,0,0,0,0,16,0,10,0,0,0,0,0,6,2,1,0,3,0,0,0,0,0,69
 Oeste,Mangueirinha,2017,Novembro,0,0,0,2,2,8,1,0,2,0,0,3,2,3,0,0,0,1,0,12,2,4,0,0,0,1,7,1,3,0,8,4,0,0,0,0,0,50
 Oeste,Vila Kennedy,2017,Novembro,1,0,0,4,4,11,2,1,15,3,0,29,7,33,2,0,0,5,0,90,2,14,0,0,0,3,9,48,15,17,22,7,1,0,0,0,0,271
 Sul,Santa Marta,2017,Dezembro,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,15
 Oeste,Cidade de Deus,2017,Dezembro,0,0,0,0,0,15,0,4,5,0,0,4,0,0,3,0,0,1,0,8,2,5,0,0,0,1,4,5,2,0,5,14,1,0,0,0,0,59
 Oeste,Batam,2017,Dezembro,2,0,0,0,0,10,0,0,0,0,0,2,4,2,0,0,0,1,0,11,0,2,0,0,0,1,2,4,0,0,5,6,1,0,0,0,0,45
 Sul,Chapéu Mangueira / Babilônia,2017,Dezembro,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,8
 Sul,Pavão-Pavãozinho,2017,Dezembro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9
 Sul,Tabajaras,2017,Dezembro,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,3,2,1,0,0,2,2,1,0,0,0,0,27
 Central,Providência,2017,Dezembro,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,2,0,0,0,0,0,17
 Norte,Borel,2017,Dezembro,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,1,2,1,1,0,0,0,0,0,21
 Oeste,Formiga,2017,Dezembro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 Norte,Andaraí,2017,Dezembro,0,0,0,0,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,13
 Norte,Salgueiro,2017,Dezembro,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
 Norte,Turano,2017,Dezembro,0,0,0,0,0,4,0,0,0,0,0,1,2,0,0,0,0,1,0,5,1,3,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,25
 Norte,São João / Matriz / Queto,2017,Dezembro,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,5,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,16
 Norte,Coroa / Fallet / Fogueteiro,2017,Dezembro,1,0,0,1,0,4,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,1,2,2,3,0,2,1,1,0,0,0,0,25
 Central,Escondidinho / Prazeres,2017,Dezembro,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
 Central,São Carlos,2017,Dezembro,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,2,2,4,0,0,0,0,25
 Central,Mangueira,2017,Dezembro,0,0,0,0,1,2,0,0,2,2,1,1,2,2,0,0,0,0,0,8,0,3,0,0,0,0,9,7,1,8,4,4,1,0,0,0,0,54
 Norte,Macacos,2017,Dezembro,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,15
 Sul,Vidigal,2017,Dezembro,0,0,0,0,13,12,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,4,0,0,0,0,3,0,0,0,3,4,1,0,0,0,0,40
 Norte,Nova Brasília,2017,Dezembro,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,14
 Norte,Fazendinha,2017,Dezembro,1,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,3,2,0,0,0,0,0,16
 Norte,Adeus / Baiana,2017,Dezembro,1,0,0,1,0,3,0,0,4,0,0,1,0,4,0,0,0,1,0,7,0,7,0,0,0,2,4,3,2,0,4,1,1,0,0,0,0,41
 Norte,Alemão,2017,Dezembro,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6
 Norte,Chatuba,2017,Dezembro,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,2,1,3,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,15
 Norte,Fé / Sereno,2017,Dezembro,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
 Norte,Parque Proletário,2017,Dezembro,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15
 Norte,Vila Cruzeiro,2017,Dezembro,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8
 Sul,Rocinha,2017,Dezembro,2,0,0,3,2,30,0,0,3,1,0,0,0,1,0,0,0,0,0,2,1,11,0,0,0,5,6,0,5,3,4,10,2,0,0,0,0,143
 Norte,Jacarezinho,2017,Dezembro,0,0,0,1,0,4,0,0,1,1,0,3,1,7,0,0,0,3,0,17,0,5,0,0,0,5,2,5,1,1,1,2,0,0,0,0,0,58
 Norte,Manguinhos,2017,Dezembro,1,0,0,0,0,2,2,0,1,0,0,0,0,4,0,0,0,1,0,6,0,4,0,0,0,1,2,1,0,1,1,4,1,0,0,0,0,36
 Central,Barreira do Vasco / Tuiuti,2017,Dezembro,0,0,0,0,0,11,0,2,6,1,0,6,0,16,14,0,0,11,0,52,0,26,0,0,0,8,6,5,3,2,3,7,0,0,0,0,0,146
 Central,Caju,2017,Dezembro,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,5,2,0,1,0,3,3,0,0,0,0,0,18
 Sul,Cerro-Corá,2017,Dezembro,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,6
 Norte,Arará / Mandela,2017,Dezembro,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,15
 Norte,Lins,2017,Dezembro,0,0,0,0,0,5,0,0,0,0,0,1,13,1,0,0,0,2,0,20,0,2,0,0,0,1,0,9,0,0,0,4,0,0,0,0,0,54
 Norte,Camarista Méier,2017,Dezembro,0,0,0,0,0,4,0,0,2,1,0,5,11,7,1,0,0,0,0,28,0,6,0,0,0,3,3,12,0,0,7,3,1,0,0,0,0,83
 Oeste,Mangueirinha,2017,Dezembro,1,0,0,0,1,6,1,0,2,0,0,5,3,4,0,0,0,4,0,19,1,5,0,0,0,2,6,6,1,3,8,4,0,0,0,0,0,56
 Oeste,Vila Kennedy,2017,Dezembro,1,0,0,2,6,19,0,0,7,1,0,37,7,37,3,0,0,3,0,105,1,15,0,0,0,6,3,43,2,23,10,9,1,0,0,0,0,266
 Sul,Santa Marta,2018,Janeiro,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5
 Oeste,Cidade de Deus,2018,Janeiro,0,0,0,3,8,13,1,0,4,0,1,1,0,4,5,0,0,0,0,12,0,4,0,0,0,2,14,0,3,0,12,7,3,0,0,0,0,83
 Oeste,Batam,2018,Janeiro,1,0,0,0,0,7,0,0,2,0,0,2,4,2,0,0,0,1,0,10,0,5,0,0,0,1,3,2,1,0,5,6,1,0,0,0,0,44
 Sul,Chapéu Mangueira / Babilônia,2018,Janeiro,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,1,0,0,0,0,0,0,18
 Sul,Pavão-Pavãozinho,2018,Janeiro,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,17
 Sul,Tabajaras,2018,Janeiro,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,2,1,0,0,0,0,0,16
 Central,Providência,2018,Janeiro,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,4,0,0,0,0,2,2,0,0,2,3,1,0,0,0,0,25
 Norte,Borel,2018,Janeiro,0,0,0,0,2,2,0,0,0,0,0,0,1,4,0,0,0,1,0,6,0,1,0,0,0,3,4,0,1,0,6,1,0,0,0,0,0,24
 Oeste,Formiga,2018,Janeiro,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,10
 Norte,Andaraí,2018,Janeiro,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,1,1,1,0,1,3,4,0,0,0,0,0,23
 Norte,Salgueiro,2018,Janeiro,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
 Norte,Turano,2018,Janeiro,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,12
 Norte,São João / Matriz / Queto,2018,Janeiro,1,0,0,1,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,3,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,17
 Norte,Coroa / Fallet / Fogueteiro,2018,Janeiro,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,2,0,1,0,0,0,2,1,0,0,0,0,14
 Central,Escondidinho / Prazeres,2018,Janeiro,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,14
 Central,São Carlos,2018,Janeiro,0,0,0,2,0,6,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,3,0,0,0,1,2,0,2,0,3,2,2,0,0,0,0,33
 Central,Mangueira,2018,Janeiro,0,0,0,4,3,8,0,0,3,0,0,2,0,5,2,0,0,2,0,12,0,12,0,0,0,3,8,4,5,2,9,5,0,0,0,0,0,83
 Norte,Macacos,2018,Janeiro,0,0,0,0,4,2,0,0,0,0,0,1,0,1,0,0,0,1,0,4,0,3,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,23
 Sul,Vidigal,2018,Janeiro,0,0,0,0,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,19
 Norte,Nova Brasília,2018,Janeiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,15
 Norte,Fazendinha,2018,Janeiro,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,11
 Norte,Adeus / Baiana,2018,Janeiro,0,0,0,1,15,4,0,0,0,0,0,2,3,1,0,0,0,0,0,7,1,10,0,0,0,2,5,5,2,0,8,0,0,0,0,0,0,49
 Norte,Alemão,2018,Janeiro,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,10
 Norte,Chatuba,2018,Janeiro,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
 Norte,Fé / Sereno,2018,Janeiro,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
 Norte,Parque Proletário,2018,Janeiro,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10
 Norte,Vila Cruzeiro,2018,Janeiro,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
 Sul,Rocinha,2018,Janeiro,5,0,0,3,2,20,3,0,1,0,0,0,0,3,0,0,0,0,0,3,3,14,0,0,0,3,4,0,7,0,6,9,3,0,0,0,0,145
 Norte,Jacarezinho,2018,Janeiro,1,1,0,0,1,8,0,0,2,0,0,3,1,10,0,0,0,2,0,20,2,14,0,0,0,10,3,11,1,5,6,3,1,0,0,0,0,119
 Norte,Manguinhos,2018,Janeiro,0,0,0,0,5,3,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,5,0,0,0,1,4,6,0,0,4,2,0,0,0,0,0,33
 Central,Barreira do Vasco / Tuiuti,2018,Janeiro,0,0,0,0,0,11,0,0,4,3,0,6,2,14,9,0,0,3,0,47,2,23,0,0,0,9,0,3,1,1,4,4,1,0,0,0,0,124
 Central,Caju,2018,Janeiro,0,0,0,0,0,3,0,1,4,0,0,0,1,1,0,0,0,0,0,2,1,1,0,0,0,3,1,0,1,0,2,6,0,0,0,0,0,19
 Sul,Cerro-Corá,2018,Janeiro,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,8
 Norte,Arará / Mandela,2018,Janeiro,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,5,0,1,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,16
 Norte,Lins,2018,Janeiro,1,0,0,1,0,5,0,0,1,0,0,5,8,1,1,0,0,0,0,15,0,4,0,0,0,3,1,15,1,1,1,4,1,0,0,0,0,79
 Norte,Camarista Méier,2018,Janeiro,0,0,0,1,0,8,0,0,0,0,0,6,13,7,0,0,0,1,0,30,0,3,0,1,0,2,2,12,3,1,5,3,1,0,0,0,0,88
 Oeste,Mangueirinha,2018,Janeiro,0,0,0,1,4,6,1,0,1,0,0,3,4,2,0,0,0,2,0,11,0,3,0,1,0,0,12,4,2,0,17,5,1,0,0,0,0,51
 Oeste,Vila Kennedy,2018,Janeiro,1,0,0,0,7,21,1,1,10,1,0,30,8,28,4,0,0,4,0,106,2,18,0,0,0,5,5,41,2,13,15,12,1,0,0,0,0,264
 Sul,Santa Marta,2018,Fevereiro,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,7
 Oeste,Cidade de Deus,2018,Fevereiro,0,0,0,1,5,11,2,0,1,0,0,1,0,3,4,0,0,2,0,16,0,8,0,0,0,2,15,2,5,5,12,7,0,0,0,0,0,110
 Oeste,Batam,2018,Fevereiro,0,0,0,0,0,5,1,0,0,0,0,1,2,1,0,0,0,0,0,5,1,2,0,0,0,2,2,1,0,0,0,3,0,0,0,0,0,22
