Zona,upp,ano,mes,hom_doloso,lesao_corp_morte,latrocinio,hom_por_interv_policial,tentat_hom,lesao_corp_dolosa,estupro,hom_culposo,lesao_corp_culposa,roubo_comercio,roubo_residencia,roubo_veiculo,roubo_carga,roubo_transeunte,roubo_em_coletivo,roubo_banco,roubo_cx_eletronico,roubo_celular,roubo_conducao_saque,total_roubos,furto_veiculos,total_furtos,sequestro,extorsao,sequestro_relampago,estelionato,apreensao_drogas,recuperacao_veiculos,armas_apreendidas,cump_mandado_prisao,ocorr_flagrante,ameaca,pessoas_desaparecidas,encontro_cadaver,encontro_ossada,pol_militares_mortos_serv,pol_civis_mortos_serv,registro_ocorrencias
 Sul,Santa Marta,2007,Janeiro,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,11
 Oeste,Cidade de Deus,2007,Janeiro,3,0,0,0,1,18,1,0,1,0,0,5,0,3,9,0,0,3,0,25,1,8,0,0,0,3,15,11,7,2,11,7,2,0,0,0,0,98
 Oeste,Batam,2007,Janeiro,0,0,0,0,0,4,0,0,0,0,0,4,1,0,0,0,0,0,0,7,0,5,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,19
 Sul,Chapéu Mangueira / Babilônia,2007,Janeiro,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,2,0,1,0,0,0,0,0,9
 Sul,Pavão-Pavãozinho,2007,Janeiro,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,12
 Sul,Tabajaras,2007,Janeiro,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6
 Central,Providência,2007,Janeiro,1,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,2,2,2,5,0,0,8,0,0,0,0,0,31
 Norte,Borel,2007,Janeiro,1,0,0,0,0,2,0,0,1,0,0,2,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,17
 Oeste,Formiga,2007,Janeiro,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6
 Norte,Andaraí,2007,Janeiro,0,0,0,3,0,1,0,0,0,0,0,7,2,2,0,0,0,0,0,13,2,4,0,0,0,1,1,4,2,0,1,4,0,0,0,0,0,32
 Norte,Salgueiro,2007,Janeiro,0,0,0,0,0,7,0,0,0,1,1,4,0,6,0,0,0,1,0,14,5,14,0,0,0,3,0,0,0,0,1,8,1,0,0,0,0,42
 Norte,Turano,2007,Janeiro,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,20
 Norte,São João / Matriz / Queto,2007,Janeiro,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,7
 Norte,Coroa / Fallet / Fogueteiro,2007,Janeiro,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,1,1,0,5,0,0,1,0,0,0,0,0,15
 Central,Escondidinho / Prazeres,2007,Janeiro,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,8
 Central,São Carlos,2007,Janeiro,0,0,0,0,0,13,0,0,2,1,0,0,1,1,0,0,0,0,0,3,0,2,0,0,0,1,0,0,6,0,0,7,1,0,0,0,0,36
 Central,Mangueira,2007,Janeiro,1,0,0,0,0,5,0,0,1,0,0,1,0,2,0,0,0,0,0,4,0,5,0,0,0,1,1,1,5,0,0,5,0,0,0,0,0,31
 Norte,Macacos,2007,Janeiro,2,0,0,0,0,1,0,0,0,0,0,5,2,8,0,0,0,1,0,30,1,5,0,0,0,0,2,6,1,0,1,2,1,0,0,0,0,51
 Sul,Vidigal,2007,Janeiro,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,6
 Norte,Nova Brasília,2007,Janeiro,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
 Norte,Fazendinha,2007,Janeiro,2,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,3,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,16
 Norte,Adeus / Baiana,2007,Janeiro,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,4,0,0,0,0,0,2,1,0,0,0,2,1,0,0,0,18
 Norte,Alemão,2007,Janeiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
 Norte,Chatuba,2007,Janeiro,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,12
 Norte,Fé / Sereno,2007,Janeiro,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
 Norte,Parque Proletário,2007,Janeiro,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
 Norte,Vila Cruzeiro,2007,Janeiro,1,0,0,3,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,8,0,3,0,3,1,3,0,0,0,0,21
 Sul,Rocinha,2007,Janeiro,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,11
 Norte,Jacarezinho,2007,Janeiro,0,0,0,0,1,2,0,0,0,2,0,1,3,5,1,0,0,0,0,17,1,5,0,0,0,4,3,4,13,0,1,7,1,0,0,0,0,51
 Norte,Manguinhos,2007,Janeiro,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,1,0,0,0,0,3,2,2,0,2,6,0,0,0,0,0,19
 Central,Barreira do Vasco / Tuiuti,2007,Janeiro,0,0,0,0,0,3,0,0,6,2,0,1,1,2,0,0,0,0,0,6,1,7,0,0,0,2,2,4,2,0,1,1,0,1,0,0,0,30
 Central,Caju,2007,Janeiro,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,2,5,0,2,3,1,0,0,0,0,15
 Sul,Cerro-Corá,2007,Janeiro,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4
 Norte,Arará / Mandela,2007,Janeiro,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,11
 Norte,Lins,2007,Janeiro,0,0,0,1,0,0,0,0,2,0,0,1,3,2,0,0,0,0,0,7,0,6,0,0,0,3,0,3,1,0,0,9,0,0,0,0,0,33
 Norte,Camarista Méier,2007,Janeiro,1,0,0,0,1,2,0,0,1,0,0,0,2,3,0,0,0,0,0,6,1,5,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,25
 Oeste,Mangueirinha,2007,Janeiro,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,2,4,0,0,0,0,7,4,4,0,6,1,2,0,0,0,0,27
 Oeste,Vila Kennedy,2007,Janeiro,0,0,0,1,2,9,0,0,7,1,0,4,1,1,1,0,0,2,0,13,1,20,0,0,0,0,4,12,4,0,4,7,1,0,0,0,0,77
 Sul,Santa Marta,2007,Fevereiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6
 Oeste,Cidade de Deus,2007,Fevereiro,1,0,0,1,4,10,0,0,5,1,0,6,0,0,8,0,0,3,1,21,0,5,0,0,0,0,8,14,6,0,9,9,3,0,0,0,0,89
 Oeste,Batam,2007,Fevereiro,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,5,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12
 Sul,Chapéu Mangueira / Babilônia,2007,Fevereiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 Sul,Pavão-Pavãozinho,2007,Fevereiro,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 Sul,Tabajaras,2007,Fevereiro,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,2,0,0,0,0,0,11
 Central,Providência,2007,Fevereiro,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,3,0,0,0,1,1,0,1,0,1,9,0,0,0,0,0,23
 Norte,Borel,2007,Fevereiro,0,0,0,0,1,4,0,0,2,0,1,5,1,2,0,0,0,0,0,13,1,3,0,0,0,0,2,7,1,0,1,0,1,1,0,0,0,37
 Oeste,Formiga,2007,Fevereiro,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,5
 Norte,Andaraí,2007,Fevereiro,1,0,0,1,0,0,0,1,3,0,1,4,2,1,0,0,0,1,0,9,0,2,0,0,0,0,1,5,1,0,1,1,0,0,0,0,0,25
 Norte,Salgueiro,2007,Fevereiro,0,0,0,0,0,1,0,0,1,0,1,4,0,6,0,0,0,0,0,14,4,8,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,40
 Norte,Turano,2007,Fevereiro,0,0,0,0,2,2,0,0,0,1,0,1,0,5,0,0,0,0,0,7,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,16
 Norte,São João / Matriz / Queto,2007,Fevereiro,0,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,0,1,0,0,0,0,0,0,12
 Norte,Coroa / Fallet / Fogueteiro,2007,Fevereiro,0,0,0,0,0,1,0,0,4,0,1,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,1,0,2,0,0,4,0,0,0,0,0,13
 Central,Escondidinho / Prazeres,2007,Fevereiro,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,10
 Central,São Carlos,2007,Fevereiro,1,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11
 Central,Mangueira,2007,Fevereiro,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,4,0,0,0,0,2,1,4,2,2,4,0,0,0,0,0,19
 Norte,Macacos,2007,Fevereiro,0,0,0,0,0,0,0,0,6,0,0,8,0,9,0,0,0,3,0,33,0,4,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,53
 Sul,Vidigal,2007,Fevereiro,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,7
 Norte,Nova Brasília,2007,Fevereiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
 Norte,Fazendinha,2007,Fevereiro,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10
 Norte,Adeus / Baiana,2007,Fevereiro,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,2,3,0,0,0,1,0,1,2,0,1,5,0,1,0,0,0,20
 Norte,Alemão,2007,Fevereiro,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,0,0,5
 Norte,Chatuba,2007,Fevereiro,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,9
 Norte,Fé / Sereno,2007,Fevereiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
 Norte,Parque Proletário,2007,Fevereiro,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 Norte,Vila Cruzeiro,2007,Fevereiro,0,0,0,6,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,4,1,0,0,3,1,0,0,0,0,19
 Sul,Rocinha,2007,Fevereiro,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,2,0,0,2,1,0,0,0,0,12
 Norte,Jacarezinho,2007,Fevereiro,0,0,0,0,0,4,0,0,0,0,0,1,4,6,0,0,0,1,0,14,1,7,0,0,0,2,3,4,10,0,1,3,0,0,0,0,0,43
 Norte,Manguinhos,2007,Fevereiro,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,12
 Central,Barreira do Vasco / Tuiuti,2007,Fevereiro,0,0,0,0,0,7,0,0,0,4,1,5,1,5,1,0,0,1,0,20,0,6,0,0,0,0,0,0,2,0,1,10,1,0,0,0,0,40
 Central,Caju,2007,Fevereiro,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7
 Sul,Cerro-Corá,2007,Fevereiro,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 Norte,Arará / Mandela,2007,Fevereiro,1,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,8
 Norte,Lins,2007,Fevereiro,0,0,0,0,0,2,0,0,1,0,0,2,1,0,1,0,0,0,0,5,0,1,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,19
 Norte,Camarista Méier,2007,Fevereiro,2,0,0,0,0,2,0,1,0,0,0,2,0,1,0,0,0,0,0,4,1,6,0,0,0,2,1,0,2,0,1,1,0,0,0,0,0,22
 Oeste,Mangueirinha,2007,Fevereiro,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,14
 Oeste,Vila Kennedy,2007,Fevereiro,1,0,0,0,1,9,0,1,3,0,0,10,1,4,0,0,0,1,0,16,1,17,0,0,0,1,2,12,2,2,0,8,0,0,0,0,0,76
 Sul,Santa Marta,2007,Março,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9
 Oeste,Cidade de Deus,2007,Março,3,0,0,0,3,13,0,3,7,1,0,9,1,2,19,0,0,8,0,44,1,12,0,0,0,2,4,16,6,0,6,7,1,0,0,0,0,124
 Oeste,Batam,2007,Março,0,0,0,0,0,5,1,0,1,0,0,1,0,0,1,0,0,0,0,2,0,6,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,22
 Sul,Chapéu Mangueira / Babilônia,2007,Março,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
 Sul,Pavão-Pavãozinho,2007,Março,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,9
 Sul,Tabajaras,2007,Março,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,10
 Central,Providência,2007,Março,0,0,0,0,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,4,0,0,0,1,6,1,3,0,1,8,0,1,0,0,0,41
 Norte,Borel,2007,Março,1,0,0,0,1,3,0,0,3,0,0,2,0,1,0,0,0,0,0,10,2,4,0,1,0,0,3,3,5,0,3,0,0,0,0,0,0,34
 Oeste,Formiga,2007,Março,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,4
 Norte,Andaraí,2007,Março,1,0,0,0,0,1,0,0,0,0,0,4,7,3,0,0,0,0,0,15,0,1,0,0,0,2,1,5,0,6,1,2,0,0,0,0,0,36
 Norte,Salgueiro,2007,Março,0,0,0,0,0,8,0,0,0,0,0,7,0,8,0,0,0,0,0,17,6,6,0,0,0,1,0,1,3,0,0,1,1,0,0,0,0,42
 Norte,Turano,2007,Março,2,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,1,0,6,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19
 Norte,São João / Matriz / Queto,2007,Março,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,8
 Norte,Coroa / Fallet / Fogueteiro,2007,Março,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,12
 Central,Escondidinho / Prazeres,2007,Março,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,6,0,0,0,0,0,17
 Central,São Carlos,2007,Março,0,0,0,0,0,8,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,2,2,0,0,1,0,0,0,0,0,23
 Central,Mangueira,2007,Março,0,0,0,2,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,3,0,0,0,0,3,0,2,1,0,4,0,0,0,0,0,16
 Norte,Macacos,2007,Março,4,0,0,4,1,0,0,0,0,0,0,4,1,5,0,0,0,1,0,11,2,3,0,0,0,1,2,2,3,0,1,4,0,1,0,0,0,24
 Sul,Vidigal,2007,Março,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,5
 Norte,Nova Brasília,2007,Março,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
 Norte,Fazendinha,2007,Março,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,5
 Norte,Adeus / Baiana,2007,Março,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,5,2,2,0,0,0,0,3,2,0,0,2,1,0,0,0,0,0,19
 Norte,Alemão,2007,Março,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,7,0,0,0,0,0,0,0,0,5
 Norte,Chatuba,2007,Março,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8
 Norte,Fé / Sereno,2007,Março,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5
 Norte,Parque Proletário,2007,Março,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,5
 Norte,Vila Cruzeiro,2007,Março,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,17
 Sul,Rocinha,2007,Março,1,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,6,1,6,0,0,0,0,0,24
 Norte,Jacarezinho,2007,Março,0,0,0,1,0,0,0,1,1,0,0,2,6,7,0,0,0,1,0,20,1,5,0,0,0,2,4,2,15,1,3,5,0,0,0,0,0,55
 Norte,Manguinhos,2007,Março,0,1,0,0,0,9,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,16
 Central,Barreira do Vasco / Tuiuti,2007,Março,0,0,0,0,0,3,2,0,2,0,0,6,2,4,0,0,0,0,0,14,0,6,0,0,0,1,0,6,1,1,0,2,0,0,0,0,0,39
 Central,Caju,2007,Março,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,2,3,0,3,2,2,0,0,0,0,21
 Sul,Cerro-Corá,2007,Março,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,7
 Norte,Arará / Mandela,2007,Março,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
 Norte,Lins,2007,Março,0,0,0,1,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,1,0,0,0,1,0,4,1,0,0,6,0,1,0,0,0,25
 Norte,Camarista Méier,2007,Março,0,0,0,0,0,5,0,0,0,0,0,2,1,4,0,0,0,0,0,8,0,3,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,21
 Oeste,Mangueirinha,2007,Março,0,0,0,0,0,4,0,0,1,1,0,0,0,3,0,0,0,0,0,6,0,1,0,0,0,0,2,1,0,0,0,4,0,1,0,0,0,25
 Oeste,Vila Kennedy,2007,Março,0,0,0,2,4,14,0,0,3,0,0,4,0,5,1,0,0,1,0,13,1,7,0,0,0,3,12,12,8,0,7,7,0,0,0,0,0,85
 Sul,Santa Marta,2007,Abril,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
 Oeste,Cidade de Deus,2007,Abril,8,0,0,2,0,12,0,0,4,0,1,10,0,4,13,0,0,2,0,33,3,11,0,0,0,1,5,8,5,1,6,4,2,0,0,0,0,91
 Oeste,Batam,2007,Abril,1,0,0,0,1,0,0,1,7,0,0,0,0,2,0,0,0,0,0,3,0,3,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,18
 Sul,Chapéu Mangueira / Babilônia,2007,Abril,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
 Sul,Pavão-Pavãozinho,2007,Abril,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,3,0,2,1,1,2,0,0,0,0,0,17
 Sul,Tabajaras,2007,Abril,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5
 Central,Providência,2007,Abril,1,0,0,0,0,3,1,0,2,0,0,2,0,1,0,0,0,0,0,4,0,0,0,0,0,1,4,0,2,0,3,1,0,0,0,0,0,23
 Norte,Borel,2007,Abril,1,0,0,1,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,1,5,0,1,1,0,0,0,0,0,19
 Oeste,Formiga,2007,Abril,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4
 Norte,Andaraí,2007,Abril,1,0,0,0,0,3,0,0,1,0,0,2,0,1,1,0,0,0,0,5,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17
 Norte,Salgueiro,2007,Abril,0,0,0,1,2,8,0,0,1,0,0,9,1,5,0,0,0,0,0,15,0,5,0,0,1,2,0,3,4,0,1,7,0,0,0,0,0,43
 Norte,Turano,2007,Abril,0,0,0,1,0,8,0,0,0,0,1,1,0,2,0,0,0,0,0,5,1,3,0,0,0,0,1,2,0,0,0,5,0,1,0,0,0,20
 Norte,São João / Matriz / Queto,2007,Abril,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6
 Norte,Coroa / Fallet / Fogueteiro,2007,Abril,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,11
 Central,Escondidinho / Prazeres,2007,Abril,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,1,0,0,0,0,11
 Central,São Carlos,2007,Abril,10,0,0,1,0,18,0,1,4,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,3,0,7,0,1,1,0,0,0,0,0,33
 Central,Mangueira,2007,Abril,0,0,0,0,0,2,0,0,4,0,0,0,0,2,0,0,0,1,0,4,0,2,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,20
 Norte,Macacos,2007,Abril,1,0,0,2,0,4,0,0,2,0,0,6,0,7,0,0,0,0,0,21,3,6,0,0,0,1,1,3,3,0,0,4,0,0,0,0,0,47
 Sul,Vidigal,2007,Abril,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,1,0,0,0,0,7
 Norte,Nova Brasília,2007,Abril,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
 Norte,Fazendinha,2007,Abril,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
 Norte,Adeus / Baiana,2007,Abril,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,4,0,0,0,1,0,1,0,2,0,0,0,1,1,0,0,0,0,11
 Norte,Alemão,2007,Abril,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Norte,Chatuba,2007,Abril,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,2,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
 Norte,Fé / Sereno,2007,Abril,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 Norte,Parque Proletário,2007,Abril,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
